platform,date,content_type,views,likes,comments,shares,watch_time,followers_gained,engagement_rate,virality_score,watch_time_per_view,follower_conversion_rate,day_of_week,month,week,performance_category
YouTube,2025-02-22,Short,98860,10069,1446,464,51052,1213,0.12117135342909165,0.27104996965405626,0.516407040258952,0.012269876593162048,Saturday,2,8,Medium
YouTube,2025-03-18,Short,20911,2481,244,95,23780,120,0.13485725216393285,0.2950121945387595,1.1372005164745826,0.005738606475060973,Tuesday,3,12,Medium
YouTube,2025-01-21,Video,22994,3212,257,281,17273,120,0.1630860224406367,0.3740106114638601,0.7511959641645647,0.005218752718100374,Tuesday,1,4,High
YouTube,2025-05-05,Short,117835,8947,1740,890,55237,1841,0.09824754953961047,0.233920312301099,0.4687656468791106,0.01562354139262528,Monday,5,19,Low
YouTube,2025-06-01,Short,8869,573,59,27,7499,132,0.07430375465103169,0.16439282895478632,0.8455293719697824,0.014883301386853084,Sunday,6,22,Low
Instagram,2025-01-19,Story,45637,2622,355,219,35265,304,0.07003089598352215,0.16223678155882287,0.7727282687293205,0.006661261695554046,Sunday,1,3,Low
YouTube,2025-05-31,Video,4741,695,135,64,1898,81,0.1885678126977431,0.446108415946003,0.4003374815439781,0.017085003163889476,Saturday,5,22,High
YouTube,2025-02-18,Short,43295,4944,732,147,39162,719,0.13449590021942487,0.29608499826769835,0.9045386303268276,0.016606998498671904,Tuesday,2,8,Medium
Instagram,2025-02-24,Story,22568,2443,469,243,7533,152,0.13979971641261965,0.3326834455866714,0.33379120879120877,0.00673520028358738,Monday,2,9,Medium
Instagram,2025-05-04,Story,27482,2977,291,164,29563,227,0.12488174077578051,0.2782548577250564,1.0757222909540791,0.00825995196856124,Sunday,5,18,Medium
YouTube,2025-06-17,Short,35971,3620,329,286,18381,186,0.11773372994912569,0.2684662644908398,0.5109949681688026,0.005170832059158767,Tuesday,6,25,Medium
YouTube,2025-02-05,Video,44321,6028,394,284,50646,640,0.15130525033279935,0.33072358475666164,1.1427088738972495,0.014440107398298775,Wednesday,2,6,High
Instagram,2025-06-20,Story,31040,3592,287,304,11175,416,0.13476159793814432,0.3081507731958763,0.3600193298969072,0.013402061855670102,Friday,6,25,Medium
YouTube,2025-03-21,Short,8683,678,82,27,9818,163,0.0906368766555338,0.20004606702752506,1.1307151906023263,0.018772313716457444,Friday,3,12,Low
YouTube,2025-04-05,Video,45774,5376,509,304,16642,328,0.13520775986367808,0.30145934373224975,0.3635688382050946,0.007165639882902958,Saturday,4,14,Medium
Instagram,2025-01-22,Post,11577,1636,170,40,13315,212,0.15945409000604646,0.3439578474561631,1.1501252483372204,0.018312170683251274,Wednesday,1,4,High
Instagram,2025-03-21,Reel,30972,4172,650,167,35466,220,0.16108097636574972,0.3593245512075423,1.145098798915149,0.007103189978044685,Friday,3,12,High
Instagram,2025-03-07,Post,33814,2633,197,193,36768,471,0.08940083988880346,0.20175075412551013,1.0873602649790028,0.013929141775595908,Friday,3,10,Low
YouTube,2025-04-25,Video,29239,3111,275,157,24586,377,0.12117377475289852,0.2678614179691508,0.8408632306166421,0.012893737815930777,Friday,4,17,Medium
YouTube,2025-03-11,Short,55282,3923,276,101,52316,799,0.07778300350927969,0.1660395788864368,0.9463478166491806,0.01445316739625918,Tuesday,3,11,Low
YouTube,2025-01-01,Short,38113,3444,562,94,24611,551,0.10757484322934432,0.23729436150394878,0.6457376748091203,0.014457009419358225,Wednesday,1,1,Medium
YouTube,2025-01-14,Video,30451,3135,304,81,25791,580,0.11559554694427113,0.24915437916652983,0.8469672588749138,0.01904699353059013,Tuesday,1,3,Medium
Instagram,2025-05-13,Story,4708,703,136,34,3796,75,0.18542905692438402,0.421410365335599,0.806287170773152,0.0159303313508921,Tuesday,5,20,High
YouTube,2025-02-17,Short,85682,5094,548,303,49183,1394,0.06938446814966971,0.15577367475082282,0.574017880068159,0.01626946149716393,Monday,2,8,Low
Instagram,2025-02-19,Post,46385,3413,317,266,18297,373,0.08614853939851246,0.19633502209766088,0.39445941575940496,0.00804139269160289,Wednesday,2,8,Low
Instagram,2025-01-01,Post,33089,3132,294,105,24383,553,0.10671220042914564,0.23182930883375139,0.7368914140650972,0.01671250264438333,Wednesday,1,1,Medium
Instagram,2025-01-08,Post,10474,613,35,27,4163,72,0.0644452931067405,0.13996562917700975,0.3974603780790529,0.00687416459805232,Wednesday,1,2,Low
Instagram,2025-03-09,Story,37121,3267,388,175,37344,425,0.10317609978179468,0.230947442148649,1.0060073812666686,0.011449045014951106,Sunday,3,10,Medium
YouTube,2025-03-28,Short,77268,5698,934,439,41384,455,0.09151265724491381,0.2121576849407258,0.5355904125899467,0.00588859553760936,Friday,3,13,Low
YouTube,2025-05-16,Video,32734,2581,404,225,36916,383,0.0980631759027311,0.22908902059021202,1.12775707215739,0.011700372701166983,Friday,5,20,Low
Instagram,2025-06-20,Story,38918,4452,653,125,41083,587,0.13438511742638368,0.2951847474176474,1.0556297857032735,0.01508299501516008,Friday,6,25,Medium
Instagram,2025-05-22,Story,41512,5515,1038,369,38857,511,0.16674696473308923,0.38516573520909614,0.9360425900944305,0.012309693582578532,Thursday,5,21,High
YouTube,2025-04-30,Video,30986,2673,200,262,17881,231,0.10117472406893435,0.23417027044471697,0.5770670625443749,0.007454979668237268,Wednesday,4,18,Low
Instagram,2025-02-01,Reel,46758,5353,444,304,37154,732,0.1304803456093075,0.2899610761794773,0.7946019932417981,0.01565507506736815,Saturday,2,5,Medium
Instagram,2025-01-29,Story,6131,803,122,48,7204,75,0.15870167998695156,0.36078943076170283,1.1750122329146957,0.012232914695808188,Wednesday,1,5,High
Instagram,2025-05-24,Story,22467,1165,173,97,10657,169,0.06387145591311702,0.14839542440023146,0.4743401433213157,0.00752214358837406,Saturday,5,21,Low
YouTube,2025-03-29,Video,22603,2756,306,272,7516,189,0.14750254391010043,0.34464451621466174,0.332522231562182,0.00836172189532363,Saturday,3,13,High
YouTube,2025-03-31,Short,76712,11294,596,915,70832,1154,0.1669230368130149,0.37739858170820734,0.9233496714985922,0.015043278756908958,Monday,3,14,High
YouTube,2025-05-12,Video,25095,3228,508,289,25905,243,0.1603905160390516,0.37557282327156805,1.0322773460848775,0.009683203825463239,Monday,5,20,High
YouTube,2025-02-08,Video,10518,1039,176,55,7676,175,0.12074538885719718,0.2739113899980985,0.7297965392660202,0.016638144133865752,Saturday,2,6,Medium
YouTube,2025-06-27,Video,25821,3420,581,126,9924,355,0.15983114519189806,0.35680260253282214,0.3843383292668758,0.013748499283528911,Friday,6,26,High
Instagram,2025-06-23,Story,25562,3233,401,166,10859,183,0.14865816446287458,0.33248572099209767,0.42481026523746185,0.0071590642359752755,Monday,6,26,High
YouTube,2025-04-24,Video,23902,3427,496,110,18890,150,0.16873065015479877,0.37201907790143085,0.7903104342732826,0.00627562547067191,Thursday,4,17,High
Instagram,2025-02-22,Reel,76144,10988,885,350,69462,623,0.16052479512502627,0.34646196679974783,0.9122452195839462,0.008181865938222316,Saturday,2,8,High
YouTube,2025-06-08,Video,29572,1835,207,112,31302,207,0.07283917218990937,0.1640403083998377,1.0585012849993236,0.006999864736913297,Sunday,6,23,Low
YouTube,2025-05-30,Short,18828,2184,235,196,8326,117,0.1388888888888889,0.3214892712980667,0.4422137242404929,0.00621414913957935,Friday,5,22,Medium
YouTube,2025-04-10,Video,13371,1485,201,36,11178,111,0.12878617904420014,0.28068207314336996,0.8359883329593897,0.008301548126542517,Thursday,4,15,Medium
YouTube,2025-06-19,Video,7530,867,141,85,7947,135,0.1451527224435591,0.34289508632138116,1.0553784860557769,0.017928286852589643,Thursday,6,25,High
YouTube,2025-06-18,Short,128060,17590,1081,1435,127621,1876,0.15700452912697174,0.3560674683741996,0.9965719194127752,0.014649383101671092,Wednesday,6,25,High
Instagram,2025-06-14,Story,19713,1277,86,91,11503,374,0.07375843352102673,0.16572819966519556,0.5835235631309288,0.01897225181352407,Saturday,6,24,Low
YouTube,2025-06-05,Video,11979,721,131,51,5308,217,0.07538191835712497,0.17447199265381083,0.4431087736872861,0.018115034643960262,Thursday,6,23,Low
YouTube,2025-06-01,Short,75771,9015,1481,468,38085,846,0.14469915930897045,0.32747357168309776,0.5026329334441937,0.011165221522746169,Sunday,6,22,High
YouTube,2025-05-27,Short,93123,7680,956,284,82376,1457,0.09578729207607144,0.2109897662231672,0.8845934946253879,0.01564597360480225,Tuesday,5,22,Low
YouTube,2025-03-31,Short,50884,4644,411,367,32045,495,0.1065560883578335,0.24282682179073972,0.6297657416869743,0.00972800880433928,Monday,3,14,Medium
Instagram,2025-03-29,Reel,25378,2714,280,123,13565,347,0.12282291748758767,0.2712191662069509,0.5345180865316416,0.013673260304200489,Saturday,3,13,Medium
Instagram,2025-06-09,Reel,78120,10095,1772,1001,54447,641,0.16472094214029698,0.3905657962109575,0.6969662058371736,0.008205325140809011,Monday,6,24,High
Instagram,2025-04-26,Post,8976,559,73,23,10092,157,0.07297237076648841,0.16176470588235295,1.124331550802139,0.01749108734402852,Saturday,4,17,Low
YouTube,2025-05-03,Short,93821,5072,844,464,96391,693,0.06800183327826392,0.1598362839875934,1.0273925880133445,0.007386406028501082,Saturday,5,18,Low
YouTube,2025-04-25,Video,40857,5108,468,233,46462,392,0.14217881880705877,0.3129206745478131,1.1371857943559243,0.0095944391413956,Friday,4,17,High
YouTube,2025-06-19,Short,46730,2621,338,90,28370,736,0.06524716456237963,0.14350524288465655,0.6071046436978387,0.015750053498823025,Thursday,6,25,Low
Instagram,2025-01-17,Story,46607,4413,739,186,36045,261,0.11453215182268758,0.25689274143369023,0.7733816808633897,0.005600017164803571,Friday,1,3,Medium
Instagram,2025-03-24,Post,13677,823,158,27,5251,141,0.0737003728887914,0.164875338158953,0.38392922424508297,0.010309278350515464,Monday,3,13,Low
YouTube,2025-05-06,Short,74717,6670,570,546,80680,644,0.10420653934178299,0.2379645863725792,1.0798078081293414,0.008619189742628854,Tuesday,5,19,Medium
Instagram,2025-04-27,Story,15650,1885,275,127,17675,224,0.14613418530351438,0.334185303514377,1.1293929712460065,0.014313099041533547,Sunday,4,17,High
YouTube,2025-03-04,Video,12118,1401,244,60,5237,175,0.14069978544314243,0.3163888430434065,0.4321670242614293,0.014441326951642184,Tuesday,3,10,High
YouTube,2025-01-26,Short,79929,4410,238,277,73896,1108,0.06161718525191107,0.13660874025697806,0.9245205119543595,0.013862302793729435,Sunday,1,4,Low
Instagram,2025-02-15,Story,28826,2974,569,213,24633,495,0.13029903559286754,0.30250468327204605,0.8545410393394852,0.01717199750225491,Saturday,2,7,Medium
YouTube,2025-03-27,Short,71164,10115,509,600,76749,713,0.15772019560451914,0.34788657186217753,1.0784806924849644,0.010019110786352651,Thursday,3,13,High
Instagram,2025-01-06,Reel,15287,1377,84,114,10934,275,0.1030287172107019,0.23392424936220318,0.7152482501471839,0.017989141100281283,Monday,1,2,Medium
YouTube,2025-05-01,Video,32523,1877,209,40,27910,575,0.0653691233896012,0.14085416474494972,0.858161916182394,0.017679795836792425,Thursday,5,18,Low
Instagram,2025-02-15,Reel,63484,8707,1602,406,64681,1147,0.16878268540104593,0.3819860122235524,1.0188551446033647,0.018067544578161426,Saturday,2,7,High
Instagram,2025-05-03,Reel,24681,1437,271,135,23380,454,0.07467282525019246,0.17673514039139418,0.9472873870588712,0.018394716583606825,Saturday,5,18,Low
YouTube,2025-05-21,Video,10398,559,66,20,9372,85,0.062031159838430466,0.1361800346220427,0.9013271783035199,0.008174648970955952,Wednesday,5,21,Low
YouTube,2025-06-04,Short,30162,1911,120,62,26499,206,0.06939195013593263,0.148929116106359,0.8785557986870897,0.006829785823221272,Wednesday,6,23,Low
YouTube,2025-03-26,Video,7452,1012,173,68,4817,143,0.16814278046162104,0.38687600644122383,0.6464036500268384,0.01918947933440687,Wednesday,3,13,High
YouTube,2025-02-24,Video,41520,3344,625,126,25104,408,0.0986271676300578,0.22141136801541425,0.6046242774566474,0.009826589595375723,Monday,2,9,Low
Instagram,2025-06-10,Story,44852,6082,998,428,48744,343,0.1673949879604031,0.38566842058325157,1.0867742798537412,0.0076473735842325875,Tuesday,6,24,High
YouTube,2025-05-17,Video,43836,3811,644,159,24361,671,0.10525595401040241,0.23608449676065335,0.5557304498585638,0.015307053563281322,Saturday,5,20,Medium
Instagram,2025-06-20,Post,36496,2439,259,72,43101,390,0.07589872862779483,0.16481258220078912,1.180978737395879,0.01068610258658483,Friday,6,25,Low
YouTube,2025-02-04,Video,20428,1615,220,136,11945,254,0.09648521636968867,0.22371255140003915,0.5847366359898178,0.012433914235363226,Tuesday,2,6,Low
Instagram,2025-05-26,Story,24572,3465,395,110,15616,209,0.16156601009278854,0.3526371479733029,0.6355201041836236,0.008505616148461664,Monday,5,22,High
Instagram,2025-05-27,Story,3727,440,86,11,2692,37,0.144083713442447,0.3200965924335927,0.722296753420982,0.009927555674805473,Tuesday,5,22,High
YouTube,2025-04-25,Video,8933,1119,61,52,8552,168,0.13791559386544275,0.30012313892309417,0.9573491548192097,0.018806671890742192,Friday,4,17,Medium
YouTube,2025-06-05,Short,70611,4172,554,280,57313,582,0.07089546954440526,0.16153290563793177,0.8116724023169195,0.008242341844755066,Thursday,6,23,Low
YouTube,2025-05-09,Short,39188,5248,712,437,30599,512,0.16323874655506787,0.3781004389098704,0.78082576298867,0.013065224048178014,Friday,5,19,High
Instagram,2025-04-06,Post,23560,2121,261,154,16102,363,0.10764006791171477,0.24596774193548387,0.683446519524618,0.015407470288624788,Sunday,4,14,Medium
YouTube,2025-02-07,Video,46400,5492,685,336,36948,395,0.14036637931034482,0.31721982758620687,0.7962931034482759,0.008512931034482758,Friday,2,6,High
YouTube,2025-04-16,Short,13355,992,125,74,9052,88,0.089180082366155,0.20434294271808312,0.6777985773118682,0.006589292399850243,Wednesday,4,16,Low
Instagram,2025-03-30,Story,8131,935,74,68,5290,112,0.13245603246833107,0.299102201451236,0.6505964825974665,0.01377444348788587,Sunday,3,13,Medium
YouTube,2025-04-06,Video,13530,1526,194,49,6983,84,0.13074648928307464,0.2866962305986696,0.5161123429416112,0.006208425720620843,Sunday,4,14,Medium
Instagram,2025-05-26,Post,49190,5690,308,175,48302,735,0.1254929863793454,0.26792030900589553,0.9819475503151047,0.014942061394592396,Monday,5,22,Medium
YouTube,2025-06-08,Video,21900,1540,116,144,15114,111,0.0821917808219178,0.18940639269406392,0.6901369863013699,0.005068493150684932,Sunday,6,23,Low
Instagram,2025-05-31,Reel,56086,7198,773,394,44554,897,0.14914595442712977,0.3331490924651428,0.794387191099383,0.01599329600969939,Saturday,5,22,High
Instagram,2025-05-20,Story,27948,4184,506,286,30863,375,0.17804494060397882,0.40489480463718336,1.1043008444253615,0.013417775869471876,Tuesday,5,21,High
Instagram,2025-06-11,Story,45700,5506,680,120,27108,741,0.13798687089715536,0.2987308533916849,0.5931728665207877,0.016214442013129104,Wednesday,6,24,Medium
Instagram,2025-01-15,Story,20007,1100,77,69,12987,276,0.06227820262907982,0.13875143699705103,0.6491228070175439,0.013795171689908532,Wednesday,1,3,Low
Instagram,2025-04-22,Story,48372,7020,1270,342,29509,523,0.17845034317373687,0.4043661622426197,0.6100430000826925,0.01081204002315389,Tuesday,4,17,High
YouTube,2025-05-21,Video,24344,2281,400,71,11282,383,0.11304633585277686,0.25127341439369044,0.4634406835359842,0.015732829444627013,Wednesday,5,21,Medium
YouTube,2025-03-22,Video,22108,1956,372,143,25066,303,0.11176949520535552,0.2597702189252759,1.1337977202822507,0.013705445992400941,Saturday,3,12,Medium
Instagram,2025-05-04,Reel,33806,4945,833,408,37326,480,0.18298526888717978,0.42681772466426077,1.1041235283677453,0.014198662959238006,Sunday,5,18,High
YouTube,2025-06-24,Video,18985,2306,307,89,20914,170,0.1423228864893337,0.31488016855412165,1.101606531472215,0.008954437713984725,Tuesday,6,26,High
Instagram,2025-01-19,Post,19400,1920,178,187,5996,222,0.11778350515463917,0.273659793814433,0.30907216494845363,0.011443298969072166,Sunday,1,3,Medium
YouTube,2025-02-20,Video,19234,1035,112,89,11325,137,0.06426120411770822,0.1482270978475616,0.5888010814183218,0.007122803369034003,Thursday,2,8,Low
YouTube,2025-06-26,Short,57335,6927,1118,573,40228,1024,0.15030958402372024,0.35010028778233193,0.7016307665474841,0.01785994593180431,Thursday,6,26,High
YouTube,2025-05-03,Video,33957,4856,708,185,16211,584,0.16930235297582236,0.37579880437023294,0.47739788556115087,0.01719822127985393,Saturday,5,18,High
YouTube,2025-04-18,Video,3096,205,28,16,3231,26,0.08042635658914729,0.18540051679586564,1.0436046511627908,0.008397932816537468,Friday,4,16,Low
Instagram,2025-02-22,Story,28305,3508,538,178,12624,181,0.14923158452570218,0.33633633633633636,0.4459989401165872,0.006394629924041688,Saturday,2,8,High
Instagram,2025-03-16,Reel,21346,1746,299,122,17845,335,0.10151784877728849,0.23418907523657828,0.835988007120772,0.015693806802211187,Sunday,3,11,Medium
YouTube,2025-05-02,Short,23925,2852,208,247,26726,141,0.1382236154649948,0.3161128526645768,1.1170741901776384,0.005893416927899686,Friday,5,18,Medium
YouTube,2025-06-04,Short,55800,4766,528,372,34234,416,0.10154121863799283,0.23254480286738352,0.6135125448028674,0.0074551971326164874,Wednesday,6,23,Medium
YouTube,2025-04-18,Video,41376,5357,976,125,24317,425,0.15608081979891725,0.3448134184068059,0.5877078499613302,0.010271655065738593,Friday,4,16,High
Instagram,2025-04-29,Reel,27278,2795,487,223,20956,343,0.12849182491385,0.29936212332282425,0.7682381406261456,0.012574235647774764,Tuesday,4,18,Medium
YouTube,2025-05-29,Video,34252,2524,431,66,21311,380,0.08819922924208805,0.19476234964381642,0.622182646268831,0.011094242671960762,Thursday,5,22,Low
YouTube,2025-02-09,Video,41998,3397,417,277,29207,797,0.09740940044764036,0.22453450164293537,0.6954378779941902,0.018977094147340348,Sunday,2,6,Low
YouTube,2025-04-03,Short,32067,1751,314,100,35824,230,0.0675148906976019,0.1541771915052858,1.1171609442729284,0.0071724826145258365,Thursday,4,14,Low
YouTube,2025-02-26,Video,39454,5877,788,447,18126,228,0.18026055659755666,0.41448268870076543,0.4594210979875298,0.005778881735692199,Wednesday,2,9,High
YouTube,2025-05-22,Short,51392,6395,1106,508,61214,948,0.15584137608966375,0.36285803237858033,1.1911192403486923,0.01844645080946451,Thursday,5,21,High
YouTube,2025-01-03,Video,7722,659,96,41,6197,78,0.10308210308210308,0.23452473452473452,0.8025123025123025,0.010101010101010102,Friday,1,1,Medium
YouTube,2025-05-29,Short,5621,823,56,57,5829,46,0.16651841309375556,0.3734210994484967,1.0370040917986123,0.008183597224693116,Thursday,5,22,High
YouTube,2025-01-04,Short,118791,13973,2688,1251,114940,1808,0.15078583394364892,0.3557929472771506,0.967581719153808,0.015220008249783232,Saturday,1,1,High
Instagram,2025-06-06,Reel,16674,1962,152,43,17212,92,0.12936308024469234,0.2755787453520451,1.0322658030466594,0.005517572268201991,Friday,6,23,Medium
